buss_no,fiscalyear,balancebf,current_balance,totalamountdue,transdate,electoralarea,assessmentby,buss_type
134,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
138,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
1587,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,WOOD SELLER
1610,2015,0,1200,1200,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Micro Finance Institutions/ Savings and Loans
1615,2015,200,100,300,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PRIVATE SCHOOL
179,2015,240,240,480,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
180,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
197,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
228,2015,15,120,135,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
229,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
263,2015,186,120,258,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
265,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
278,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Barber
280,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
428,2015,0,240,240,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Provision Store
429,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
430,2015,0,0,60,2015-01-01 00:00:00.000,ANOMABO,supervisor,Beer / Wine / Spirit Sellers
431,2015,0,180,180,2015-01-01 00:00:00.000,ANOMABO,supervisor,Chemical sellers (Big)
439,2015,0,240,360,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Provision Store
442,2015,0,240,240,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Provision Store
454,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
447,2015,0,36,36,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Medium Fitting Shop
457,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
460,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Cement Shops
461,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
462,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Pure Water RETAILER
472,2015,18,240,258,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
478,2015,80,80,160,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Comm. Centre/Secretarial Services
481,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
488,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
495,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance               Category  
493,2015,62,36,98,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
497,2015,62,36,98,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
500,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
505,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
506,2015,340,100,440,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
508,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Book/Stationery Stores
511,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
514,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
515,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
525,2015,640,240,880,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
527,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
530,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
531,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
535,2015,540,240,780,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
537,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
538,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
539,2015,100,100,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,FOOTWARES
542,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Provision Store
546,2015,132,72,204,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(BEEF SELLER)
554,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
558,2015,240,240,480,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
570,2015,140,48,188,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
574,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Comm. Centre/Secretarial Services
576,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,TV & Electrical Appliance               Category  
590,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Mobile phone dealer
591,2015,175,60,235,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
607,2015,30,30,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Betting (Safaribet
610,2015,100,60,160,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile phone dealer
600,2015,120,120,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
603,2015,100,100,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
605,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,PADLOCK SELLER
617,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
619,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
627,2015,105,60,165,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(COCOA SELLER/DRINKS)
626,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Beer / Wine / Spirit Sellers
632,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
636,2015,100,60,160,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Wax Print Dealers/Materials    Category     A
641,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(SOAPS)
642,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Rice/flour/sugar dealers
647,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
648,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
651,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(PANTIES)
652,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
654,2015,100,100,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
25,2015,0,36,36,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Seamstress & Hairdressers with other Facilities 
56,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
89,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Betting (Safaribet
103,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Corn Millers:     Cat. B - 1 Mill 
118,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor, Bakers Small Scale
127,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
157,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
158,2015,45,60,105,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
1589,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1600,2015,0,1500,1500,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Rural Banks 
1613,2015,1440,720,2160,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,PETROLEUM
177,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
182,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
209,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
224,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile to Mobile Transfers & Credit Cards 
257,2015,90,60,150,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
261,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
285,2015,0,120,120,2015-01-01 00:00:00.000,ANOMABO,supervisor,Comm. Centre/Secretarial Services
295,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Carpenters/Welders/Fitters/Mason/Tailors
313,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
321,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
390,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
396,2015,0,120,120,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
401,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Barber
405,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
412,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
456,2015,0,600,600,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Wholesales (License)
459,2015,1200,1200,2400,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hard-Ware 
463,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
465,2015,0,96,96,2015-01-01 00:00:00.000,SALTPOND,supervisor,Photo Laboratory/Studio
484,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
485,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
502,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
526,2015,460,240,700,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
534,2015,132,72,204,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
547,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile phone dealer
552,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
562,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
614,2015,0,120,120,2015-01-01 00:00:00.000,SALTPOND,supervisor,Refrigerator/Phone/Generators Repaires
625,2015,0,96,96,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Internet Café
637,2015,490,100,590,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
660,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
663,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
667,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Refrigerator/Phone/Generators Repaires
668,2015,406,120,526,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
669,2015,210,120,330,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
664,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile phone dealer
665,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(SOAP SELLER)
666,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
670,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
671,2015,104,72,176,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
672,2015,136,72,208,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(SLIPPERS)
673,2015,108,60,168,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Wax Print Dealers/Materials    Category     A
674,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
675,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
676,2015,198,72,270,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Rice/flour/sugar dealers
677,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
678,2015,168,72,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
679,2015,144,72,216,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
680,2015,214,100,314,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
681,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
682,2015,0,200,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Consultants
683,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
684,2015,120,120,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
685,2015,0,80,80,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Computer Training Centre
686,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Mobile phone dealer
687,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Retail Pharmacy Shop
688,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Beer / Wine / Spirit Sellers
689,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
691,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
693,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
694,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
695,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Barber
690,2015,60,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
692,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Large Scale Restaurants
696,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
697,2015,0,720,720,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
698,2015,180,55,360,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Distributors:  Fan milk
699,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
700,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
701,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
702,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Barber
703,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
704,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
7,2015,0,400,400,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Hospitality/Guests/Hotel/Motel Business Class A
20,2015,60,72,132,2015-01-01 00:00:00.000,SALTPOND,supervisor,Provision Store
32,2015,0,240,240,2015-01-01 00:00:00.000,ANOMABO,supervisor,Provision Store
38,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
84,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
93,2015,0,120,120,2015-01-01 00:00:00.000,SALTPOND,supervisor,Hard-Ware 
113,2015,100,100,200,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
126,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor, Bakers Small Scale
132,2015,0,192,192,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Chop Bar/Fast food Joint
148,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
154,2015,100,60,160,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
1584,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1590,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Medium Fitting Shop
1599,2015,200,300,500,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Rural Banks 
1602,2015,0,1000,1200,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,SAVINGS AND LOANS
191,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
227,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
230,2015,180,180,360,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
248,2015,164,72,236,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
255,2015,134,72,206,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
260,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Materials
267,2015,270,100,370,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
270,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Materials
283,2015,0,120,120,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
316,2015,67,36,103,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
330,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,Provision Store
346,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
352,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Hard-Ware 
370,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
376,2015,63,36,99,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
383,2015,190,100,290,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
387,2015,197,60,257,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance               Category  
404,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
406,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,Materials
413,2015,48,48,96,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Kente Weaver/Electricians/Wireless/tv repaires
414,2015,80,36,116,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
419,2015,0,48,48,2015-01-01 00:00:00.000,ANOMABO,supervisor,Refrigerator/Phone/Generators Repaires
420,2015,0,300,300,2015-01-01 00:00:00.000,RESTAURANT/CHOP BAR/CANTEEN,supervisor,Large Scale Restaurants
424,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
446,2015,0,60,60,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Beer / Wine / Spirit Sellers
426,2015,0,120,120,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Carpentry
436,2015,0,36,36,2015-01-01 00:00:00.000,ANOMABO,supervisor,Seamstress & Hairdressers with other Facilities 
432,2015,0,720,600,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Fuel Filling & Serv. Station
458,2015,150,60,210,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Fetish Priest/Priestess/Herbalist    Category A
450,2015,0,240,240,2015-01-01 00:00:00.000,YAMORANSA/EGUASE,supervisor,Pure Water Distributors 
452,2015,0,72,72,2015-01-01 00:00:00.000,ANOMABO,supervisor,TV & Electrical Appliance (Lawyer Enchil & Kama et
464,2015,0,240,240,2015-01-01 00:00:00.000,SALTPOND,supervisor,Hard-Ware 
466,2015,0,1200,1200,2015-01-01 00:00:00.000,CORPORATE INSTITUTIONS,supervisor,Mega Mall (Eg. Jessica
467,2015,470,180,650,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
470,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
474,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
483,2015,0,48,48,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
491,2015,0,72,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
494,2015,0,240,240,2015-01-01 00:00:00.000,SALTPOND,supervisor,Hard-Ware 
496,2015,62,36,98,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
518,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
523,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
528,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
529,2015,0,100,100,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
533,2015,185,100,285,2015-01-01 00:00:00.000,MANKESSIM,supervisor,COSMECTICS
541,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS(LUDU SELLER0
544,2015,0,120,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Book/Stationery Stores
553,2015,580,240,820,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
555,2015,0,180,180,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Chemical sellers (Big)
557,2015,0,240,240,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Provision Store
559,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
561,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
564,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,SOAP SELLER
568,2015,0,36,36,2015-01-01 00:00:00.000,SALTPOND,supervisor,Seamstress & Hairdressers with other Facilities 
573,2015,0,72,72,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
577,2015,134,72,206,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance               Category  
581,2015,0,60,60,2015-01-01 00:00:00.000,SALTPOND,supervisor,GENERAL GOODS
583,2015,0,60,60,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Materials
585,2015,36,36,72,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Barber
602,2015,136,72,208,2015-01-01 00:00:00.000,MANKESSIM,supervisor,TV & Electrical Appliance               Category  
604,2015,230,100,330,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
606,2015,72,72,144,2015-01-01 00:00:00.000,MANKESSIM,supervisor,GENERAL GOODS
608,2015,0,36,36,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Seamstress & Hairdressers with other Facilities 
612,2015,60,60,120,2015-01-01 00:00:00.000,MANKESSIM,supervisor,Beer / Wine / Spirit Sellers
