buss_no,officer_no,paidamount,monthpaid,transdate,fiscal_year,receiptno,electroral_area,buss_type,email
558,1,180,June,2015-06-17 00:00:00.000,2015,308695,MANKESSIM,Provision Store,
560,1,10,July,2015-07-08 00:00:00.000,2015,309669,MANKESSIM,Beer / Wine / Spirit Sellers,
560,1,30,July,2015-07-08 00:00:00.000,2015,309670,MANKESSIM,Beer / Wine / Spirit Sellers,
560,1,10,July,2015-07-21 00:00:00.000,2015,310722,MANKESSIM,Beer / Wine / Spirit Sellers,
565,1,21,June,2015-06-08 00:00:00.000,2015,308632,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
569,1,10,June,2015-06-16 00:00:00.000,2015,308225,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
570,1,10,August,2015-08-20 00:00:00.000,2015,312270,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
570,1,10,August,2015-08-20 00:00:00.000,2015,312273,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
575,1,30,August,2015-08-10 00:00:00.000,2015,312211,MANKESSIM,Comm. Centre/Secretarial Services,
577,1,10,August,2015-08-05 00:00:00.000,2015,310783,MANKESSIM,TV & Electrical Appliance               Category  ,
577,1,10,August,2015-08-25 00:00:00.000,2015,312283,MANKESSIM,TV & Electrical Appliance               Category  ,
580,1,20,July,2015-07-10 00:00:00.000,2015,309696,MANKESSIM,GENERAL GOODS,
578,1,10,July,2015-01-30 00:00:00.000,2015,310771,MANKESSIM,Materials,
584,1,10,July,2015-07-08 00:00:00.000,2015,309672,MANKESSIM,GENERAL GOODS,
584,1,8,July,2015-07-15 00:00:00.000,2015,310711,MANKESSIM,GENERAL GOODS,
584,1,15,July,2015-07-24 00:00:00.000,2015,310738,MANKESSIM,GENERAL GOODS,
584,1,15,August,2015-08-12 00:00:00.000,2015,312223,MANKESSIM,GENERAL GOODS,
585,1,12,June,2015-06-01 00:00:00.000,2015,308604,MANKESSIM,Barber,
587,1,20,August,2015-08-26 00:00:00.000,2015,312300,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
591,1,10,June,2015-06-16 00:00:00.000,2015,308205,MANKESSIM,Beer / Wine / Spirit Sellers,
591,1,10,June,2015-06-18 00:00:00.000,2015,308683,MANKESSIM,Beer / Wine / Spirit Sellers,
591,1,20,June,2015-06-23 00:00:00.000,2015,309615,MANKESSIM,Beer / Wine / Spirit Sellers,
591,1,15,June,2015-06-26 00:00:00.000,2015,309633,MANKESSIM,Beer / Wine / Spirit Sellers,
591,1,10,June,2015-06-27 00:00:00.000,2015,309642,MANKESSIM,Beer / Wine / Spirit Sellers,
592,1,10,July,2015-07-08 00:00:00.000,2015,309684,MANKESSIM,GENERAL GOODS,
592,1,10,July,2015-07-13 00:00:00.000,2015,309700,MANKESSIM,GENERAL GOODS,
592,1,20,August,2015-08-04 00:00:00.000,2015,310779,MANKESSIM,GENERAL GOODS,
592,1,10,July,2015-07-22 00:00:00.000,2015,310727,MANKESSIM,GENERAL GOODS,
592,1,10,July,2015-07-24 00:00:00.000,2015,310739,MANKESSIM,GENERAL GOODS,
592,1,10,August,2015-08-12 00:00:00.000,2015,312218,MANKESSIM,GENERAL GOODS,
596,1,40,June,2015-06-10 00:00:00.000,2015,308653,MANKESSIM,Hard-Ware ,
596,1,40,July,2015-07-08 00:00:00.000,2015,309675,MANKESSIM,Hard-Ware ,
598,1,18,June,2015-06-18 00:00:00.000,2015,308682,MANKESSIM,TV & Electrical Appliance               Category  ,
598,1,18,July,2015-07-15 00:00:00.000,2015,310718,MANKESSIM,TV & Electrical Appliance               Category  ,
600,1,60,July,2015-07-08 00:00:00.000,2015,309676,MANKESSIM,GENERAL GOODS,
602,1,30,June,2015-06-08 00:00:00.000,2015,308631,MANKESSIM,TV & Electrical Appliance               Category  ,
602,1,20,August,2015-08-14 00:00:00.000,2015,312244,MANKESSIM,TV & Electrical Appliance               Category  ,
603,1,30,June,2015-06-16 00:00:00.000,2015,308691,MANKESSIM,Hard-Ware ,
604,1,25,June,2015-06-03 00:00:00.000,2015,308612,MANKESSIM,GENERAL GOODS,
604,1,20,June,2015-06-18 00:00:00.000,2015,308687,MANKESSIM,GENERAL GOODS,
604,1,25,July,2015-07-15 00:00:00.000,2015,310702,MANKESSIM,GENERAL GOODS,
607,1,30,June,2015-06-08 00:00:00.000,2015,308633,MANKESSIM,Betting (Safaribet, Superbet etc.)
615,1,20,June,2015-06-15 00:00:00.000,2015,308681,MANKESSIM,Beer / Wine / Spirit Sellers,
615,1,10,July,2015-07-22 00:00:00.000,2015,310726,MANKESSIM,Beer / Wine / Spirit Sellers,
615,1,10,August,2015-08-12 00:00:00.000,2015,312226,MANKESSIM,Beer / Wine / Spirit Sellers,
618,1,30,June,2015-06-05 00:00:00.000,2015,308622,MANKESSIM,Cassette/DVD/CD Sellers,
620,1,20,June,2015-06-13 00:00:00.000,2015,308675,MANKESSIM,GENERAL GOODS,
621,1,10,July,2015-01-30 00:00:00.000,2015,310765,MANKESSIM,GENERAL GOODS,
621,1,10,July,2015-07-08 00:00:00.000,2015,309687,MANKESSIM,GENERAL GOODS,
624,1,20,June,2015-06-18 00:00:00.000,2015,308686,MANKESSIM,GENERAL GOODS,
624,1,10,July,2015-07-22 00:00:00.000,2015,310728,MANKESSIM,GENERAL GOODS,
627,1,15,June,2015-06-24 00:00:00.000,2015,309624,MANKESSIM,GENERAL GOODS(COCOA SELLER/DRINKS),
628,1,30,June,2015-06-29 00:00:00.000,2015,309645,MANKESSIM,Provision Store,
629,1,6,July,2015-07-24 00:00:00.000,2015,310750,MANKESSIM,RUBBER BOWL SELLER,
629,1,10,July,2015-07-24 00:00:00.000,2015,310748,MANKESSIM,RUBBER BOWL SELLER,
633,1,5,August,2015-08-26 00:00:00.000,2015,312096,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
636,1,20,July,2015-07-15 00:00:00.000,2015,310288,MANKESSIM,Wax Print Dealers/Materials    Category     A,
637,1,10,August,2015-01-08 00:00:00.000,2015,310985,MANKESSIM,GENERAL GOODS,
637,1,10,July,2015-07-10 00:00:00.000,2015,309698,MANKESSIM,GENERAL GOODS,
637,1,10,July,2015-07-10 00:00:00.000,2015,309699,MANKESSIM,GENERAL GOODS,
637,1,10,August,2015-08-08 00:00:00.000,2015,312008,MANKESSIM,GENERAL GOODS,
640,1,6,July,2015-07-15 00:00:00.000,2015,310282,MANKESSIM,GENERAL GOODS,
640,1,6,August,2015-08-08 00:00:00.000,2015,312028,MANKESSIM,GENERAL GOODS,
644,1,6,July,2015-07-11 00:00:00.000,2015,310260,MANKESSIM,Rice/flour/sugar dealers,
646,1,10,July,2015-07-10 00:00:00.000,2015,309691,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
646,1,6,July,2015-07-17 00:00:00.000,2015,310720,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
646,1,10,August,2015-08-11 00:00:00.000,2015,312213,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
653,1,40,June,2015-06-20 00:00:00.000,2015,309607,MANKESSIM,GENERAL GOODS,
653,1,30,July,2015-07-15 00:00:00.000,2015,310710,MANKESSIM,GENERAL GOODS,
654,1,30,August,2015-08-12 00:00:00.000,2015,312231,MANKESSIM,GENERAL GOODS,
655,1,24,June,2015-06-06 00:00:00.000,2015,308624,MANKESSIM,Provision Store,
656,1,18,June,2015-06-10 00:00:00.000,2015,308641,MANKESSIM,Provision Store,
656,1,12,August,2015-08-05 00:00:00.000,2015,310795,MANKESSIM,Provision Store,
659,1,30,June,2015-06-24 00:00:00.000,2015,309629,MANKESSIM,Provision Store,
662,1,10,July,2015-07-15 00:00:00.000,2015,310706,MANKESSIM,Rice/flour/sugar dealers,
662,1,10,August,2015-08-18 00:00:00.000,2015,312260,MANKESSIM,Rice/flour/sugar dealers,
668,1,20,June,2015-06-08 00:00:00.000,2015,308637,MANKESSIM,Hard-Ware ,
668,1,30,June,2015-06-10 00:00:00.000,2015,308654,MANKESSIM,Hard-Ware ,
668,1,7,July,2015-07-22 00:00:00.000,2015,310734,MANKESSIM,Hard-Ware ,
668,1,10,August,2015-08-05 00:00:00.000,2015,310780,MANKESSIM,Hard-Ware ,
668,1,20,August,2015-08-12 00:00:00.000,2015,312228,MANKESSIM,Hard-Ware ,
669,1,30,June,2015-06-17 00:00:00.000,2015,308699,MANKESSIM,Rice/flour/sugar dealers,
669,1,30,August,2015-08-05 00:00:00.000,2015,310790,MANKESSIM,Rice/flour/sugar dealers,
671,1,40,June,2015-06-17 00:00:00.000,2015,308696,MANKESSIM,Materials,
672,1,8,June,2015-06-04 00:00:00.000,2015,308620,MANKESSIM,GENERAL GOODS(SLIPPERS),
672,1,22,June,2015-06-04 00:00:00.000,2015,308619,MANKESSIM,GENERAL GOODS(SLIPPERS),
673,1,12,July,2015-07-01 00:00:00.000,2015,309653,MANKESSIM,Wax Print Dealers/Materials    Category     A,
673,1,12,June,2015-06-16 00:00:00.000,2015,308227,MANKESSIM,Wax Print Dealers/Materials    Category     A,
675,1,20,August,2015-08-26 00:00:00.000,2015,312299,MANKESSIM,Rice/flour/sugar dealers,
676,1,20,June,2015-06-10 00:00:00.000,2015,308663,MANKESSIM,Rice/flour/sugar dealers,
676,1,10,July,2015-07-08 00:00:00.000,2015,309688,MANKESSIM,Rice/flour/sugar dealers,
676,1,10,July,2015-07-22 00:00:00.000,2015,310730,MANKESSIM,Rice/flour/sugar dealers,
678,1,18,June,2015-06-10 00:00:00.000,2015,308661,MANKESSIM,Provision Store,
678,1,12,August,2015-08-05 00:00:00.000,2015,310787,MANKESSIM,Provision Store,
679,1,24,June,2015-06-10 00:00:00.000,2015,308659,MANKESSIM,GENERAL GOODS,
679,1,24,July,2015-07-01 00:00:00.000,2015,309649,MANKESSIM,GENERAL GOODS,
680,1,36,June,2015-06-04 00:00:00.000,2015,308618,MANKESSIM,GENERAL GOODS,
680,1,14,July,2015-07-21 00:00:00.000,2015,310723,MANKESSIM,GENERAL GOODS,
680,1,20,August,2015-08-18 00:00:00.000,2015,312262,MANKESSIM,GENERAL GOODS,
690,1,10,July,2015-07-31 00:00:00.000,2015,308291,MANKESSIM,Beer / Wine / Spirit Sellers,
698,1,50,July,2015-07-15 00:00:00.000,2015,308270,MANKESSIM,Distributors:  Fan milk,
702,1,18,July,2015-07-06 00:00:00.000,2015,308257,MANKESSIM,Barber,
713,1,50,June,2015-06-16 00:00:00.000,2015,308217,MANKESSIM,Cement Shops,
739,1,30,June,2015-06-17 00:00:00.000,2015,308700,MANKESSIM,TV & Electrical Appliance               Category  ,
742,1,20,June,2015-06-10 00:00:00.000,2015,308665,MANKESSIM,Provision Store,
739,1,20,August,2015-08-05 00:00:00.000,2015,310786,MANKESSIM,TV & Electrical Appliance               Category  ,
742,1,20,June,2015-06-20 00:00:00.000,2015,309605,MANKESSIM,Provision Store,
742,1,20,July,2015-07-22 00:00:00.000,2015,310731,MANKESSIM,Provision Store,
744,1,20,June,2015-06-16 00:00:00.000,2015,308692,MANKESSIM,Provision Store,
744,1,20,July,2015-07-08 00:00:00.000,2015,309673,MANKESSIM,Provision Store,
744,1,20,August,2015-08-05 00:00:00.000,2015,310785,MANKESSIM,Provision Store,
744,1,20,August,2015-08-26 00:00:00.000,2015,312284,MANKESSIM,Provision Store,
801,1,10,July,2015-07-10 00:00:00.000,2015,309695,MANKESSIM,Cement Shops,
801,1,10,July,2015-07-22 00:00:00.000,2015,310725,MANKESSIM,Cement Shops,
802,1,20,June,2015-06-10 00:00:00.000,2015,308652,MANKESSIM,GENERAL GOODS,
802,1,30,August,2015-08-12 00:00:00.000,2015,312225,MANKESSIM,GENERAL GOODS,
814,1,12,July,2015-07-30 00:00:00.000,2015,308290,MANKESSIM,Corn Millers:     Cat. B - 1 Mill ,
931,1,10,July,2015-01-31 00:00:00.000,2015,308562,ANOMABO,Carpenters/Welders/Fitters/Mason/Tailors,
154,1,20,September,2015-09-04 00:00:00.000,2015,313544,MANKESSIM,Materials,
178,1,10,June,2015-06-29 00:00:00.000,2015,308352,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
202,1,15,August,2015-08-10 00:00:00.000,2015,311236,MANKESSIM,Chemical sellers (Big),
205,1,20,July,2015-07-28 00:00:00.000,2015,311208,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
208,1,20,August,2015-08-12 00:00:00.000,2015,311241,MANKESSIM,Computer Training Centre,
212,1,14,July,2015-07-03 00:00:00.000,2015,308364,MANKESSIM,Provision Store,
213,1,20,August,2015-08-05 00:00:00.000,2015,311222,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
214,1,5,June,2015-06-25 00:00:00.000,2015,308346,MANKESSIM,Provision Store,
214,1,5,June,2015-06-30 00:00:00.000,2015,308356,MANKESSIM,Provision Store,
214,1,5,July,2015-07-03 00:00:00.000,2015,308362,MANKESSIM,Provision Store,
214,1,10,July,2015-07-08 00:00:00.000,2015,308374,MANKESSIM,Provision Store,
214,1,5,August,2015-08-05 00:00:00.000,2015,311215,MANKESSIM,Provision Store,
217,1,36,August,2015-08-18 00:00:00.000,2015,311249,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
219,1,20,June,2015-06-10 00:00:00.000,2015,308322,MANKESSIM,Beer / Wine / Spirit Sellers,
219,1,5,August,2015-08-19 00:00:00.000,2015,311254,MANKESSIM,Beer / Wine / Spirit Sellers,
220,1,10,August,2015-08-07 00:00:00.000,2015,311226,MANKESSIM,Pure Water Distributors ,
222,1,20,August,2015-08-05 00:00:00.000,2015,311223,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
225,1,10,July,2015-07-01 00:00:00.000,2015,308360,MANKESSIM,Cassette/DVD/CD Sellers,
226,1,10,June,2015-06-10 00:00:00.000,2015,308320,MANKESSIM,Provision Store,
226,1,30,August,2015-08-12 00:00:00.000,2015,311239,MANKESSIM,Provision Store,
230,1,180,June,2015-06-10 00:00:00.000,2015,308325,MANKESSIM,Chemical sellers (Big),
231,1,60,June,2015-06-30 00:00:00.000,2015,308354,MANKESSIM,Provision Store,
231,1,10,August,2015-08-18 00:00:00.000,2015,311252,MANKESSIM,Provision Store,
232,1,6,June,2015-06-06 00:00:00.000,2015,308313,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
232,1,6,June,2015-06-30 00:00:00.000,2015,308355,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
232,1,6,August,2015-08-05 00:00:00.000,2015,311221,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
248,1,12,September,2015-09-09 00:00:00.000,2015,313563,MANKESSIM,GENERAL GOODS,
259,1,30,July,2015-07-27 00:00:00.000,2015,311204,MANKESSIM,Chemical sellers (Big),
263,1,20,September,2015-09-02 00:00:00.000,2015,313531,MANKESSIM,Rice/flour/sugar dealers,
264,1,30,September,2015-09-09 00:00:00.000,2015,313571,MANKESSIM,Provision Store,
267,1,10,June,2015-06-06 00:00:00.000,2015,308310,MANKESSIM,GENERAL GOODS,
267,1,10,June,2015-06-10 00:00:00.000,2015,308326,MANKESSIM,GENERAL GOODS,
267,1,40,June,2015-06-17 00:00:00.000,2015,308333,MANKESSIM,GENERAL GOODS,
315,1,6,June,2015-06-20 00:00:00.000,2015,308345,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
315,1,6,August,2015-08-24 00:00:00.000,2015,311262,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
316,1,5,August,2015-08-05 00:00:00.000,2015,311225,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
316,1,10,August,2015-08-07 00:00:00.000,2015,311227,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
318,1,36,August,2015-08-07 00:00:00.000,2015,311230,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
331,1,50,June,2015-06-10 00:00:00.000,2015,308319,MANKESSIM,GENERAL GOODS,
332,1,60,August,2015-08-18 00:00:00.000,2015,311248,MANKESSIM,Refrigerator/Phone/Generators Repaires,
333,1,30,June,2015-06-10 00:00:00.000,2015,308321,MANKESSIM,GENERAL GOODS,
333,1,10,July,2015-07-01 00:00:00.000,2015,308361,MANKESSIM,GENERAL GOODS,
338,1,20,June,2015-06-05 00:00:00.000,2015,308305,MANKESSIM,Hard-Ware ,
338,1,10,June,2015-06-20 00:00:00.000,2015,308344,MANKESSIM,Hard-Ware ,
338,1,10,July,2015-07-09 00:00:00.000,2015,308375,MANKESSIM,Hard-Ware ,
338,1,10,August,2015-08-05 00:00:00.000,2015,311219,MANKESSIM,Hard-Ware ,
349,1,10,July,2015-07-01 00:00:00.000,2015,308359,MANKESSIM,GENERAL GOODS,
349,1,5,July,2015-07-06 00:00:00.000,2015,308366,MANKESSIM,GENERAL GOODS,
376,1,27,September,2015-09-07 00:00:00.000,2015,313551,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
402,1,24,September,2015-09-08 00:00:00.000,2015,313553,MANKESSIM,Tailors,
407,1,10,September,2015-09-09 00:00:00.000,2015,313566,MANKESSIM,GENERAL GOODS,
413,1,30,September,2015-09-08 00:00:00.000,2015,313555,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
414,1,10,September,2015-09-02 00:00:00.000,2015,313515,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
463,1,5,July,2015-07-20 00:00:00.000,2015,308394,MANKESSIM,Medium Fitting Shop,
467,1,45,June,2015-06-17 00:00:00.000,2015,308337,MANKESSIM,Chemical sellers (Big),
467,1,45,August,2015-08-19 00:00:00.000,2015,311258,MANKESSIM,Chemical sellers (Big),
468,1,15,June,2015-06-12 00:00:00.000,2015,308328,MANKESSIM,Chemical sellers (Big),
468,1,15,July,2015-07-28 00:00:00.000,2015,311205,MANKESSIM,Chemical sellers (Big),
471,1,40,August,2015-08-07 00:00:00.000,2015,311229,MANKESSIM,Small Spare Parts Shop,
478,1,20,August,2015-08-05 00:00:00.000,2015,311224,MANKESSIM,Comm. Centre/Secretarial Services,
481,1,36,July,2015-07-22 00:00:00.000,2015,308400,MANKESSIM,TV & Electrical Appliance (Lawyer Enchil & Kama et,
482,1,15,July,2015-07-14 00:00:00.000,2015,308385,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
482,1,8,August,2015-08-17 00:00:00.000,2015,311247,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
486,1,10,July,2015-07-08 00:00:00.000,2015,308372,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
496,1,10,June,2015-06-19 00:00:00.000,2015,308340,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
493,1,10,July,2015-07-06 00:00:00.000,2015,308367,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
497,1,10,July,2015-07-14 00:00:00.000,2015,308386,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
497,1,10,June,2015-06-26 00:00:00.000,2015,308348,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
501,1,10,August,2015-08-31 00:00:00.000,2015,313509,MANKESSIM,Materials,
553,1,45,September,2015-09-09 00:00:00.000,2015,313525,MANKESSIM,Provision Store,
570,1,10,August,2015-08-28 00:00:00.000,2015,313503,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
570,1,10,August,2015-08-28 00:00:00.000,2015,313505,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
570,1,8,September,2015-09-09 00:00:00.000,2015,313559,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
580,1,20,September,2015-09-02 00:00:00.000,2015,313518,MANKESSIM,GENERAL GOODS,
596,1,30,September,2015-09-02 00:00:00.000,2015,313520,MANKESSIM,Hard-Ware ,
624,1,10,August,2015-08-28 00:00:00.000,2015,313502,MANKESSIM,GENERAL GOODS,
636,1,10,September,2015-09-11 00:00:00.000,2015,314225,MANKESSIM,Wax Print Dealers/Materials    Category     A,
637,1,10,September,2015-09-11 00:00:00.000,2015,314237,MANKESSIM,GENERAL GOODS,
679,1,24,August,2015-08-29 00:00:00.000,2015,313508,MANKESSIM,GENERAL GOODS,
824,1,5,September,2015-09-11 00:00:00.000,2015,314209,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
964,1,10,September,2015-09-03 00:00:00.000,2015,312684,MANKESSIM,Kente Weaver/Electricians/Wireless/tv repaires,
970,1,5,September,2015-09-11 00:00:00.000,2015,314210,ANOMABO,Seamstress & Hairdressers with other Facilities ,
970,1,10,September,2015-09-11 00:00:00.000,2015,314201,ANOMABO,Seamstress & Hairdressers with other Facilities ,
988,1,6,September,2015-09-03 00:00:00.000,2015,312683,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
100,1,6,September,2015-09-16 00:00:00.000,2015,312157,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
151,1,10,September,2015-09-17 00:00:00.000,2015,314636,MANKESSIM,Materials,
238,1,10,September,2015-09-17 00:00:00.000,2015,314621,MANKESSIM,Book/Stationery Stores,
241,1,20,September,2015-09-17 00:00:00.000,2015,314632,MANKESSIM,Provision Store,
256,1,12,September,2015-09-16 00:00:00.000,2015,313595,MANKESSIM,Provision Store,
258,1,10,September,2015-09-17 00:00:00.000,2015,314607,MANKESSIM,GENERAL GOODS,
262,1,10,September,2015-09-16 00:00:00.000,2015,313580,MANKESSIM,Materials,
414,1,10,September,2015-09-16 00:00:00.000,2015,313582,MANKESSIM,Seamstress & Hairdressers with other Facilities ,
503,1,18,September,2015-09-17 00:00:00.000,2015,314616,MANKESSIM,BUSCUITS,
504,1,20,September,2015-09-17 00:00:00.000,2015,314615,MANKESSIM,Materials,
506,1,20,September,2015-09-16 00:00:00.000,2015,313589,MANKESSIM,GENERAL GOODS,
525,1,20,September,2015-09-17 00:00:00.000,2015,314620,MANKESSIM,Provision Store,
533,1,10,September,2015-09-16 00:00:00.000,2015,313591,MANKESSIM,COSMECTICS,
535,1,50,September,2015-09-16 00:00:00.000,2015,313590,MANKESSIM,Provision Store,
546,1,30,September,2015-09-16 00:00:00.000,2015,313581,MANKESSIM,GENERAL GOODS(BEEF SELLER),
584,1,20,September,2015-09-09 00:00:00.000,2015,313561,MANKESSIM,GENERAL GOODS,
587,1,10,September,2015-09-17 00:00:00.000,2015,314603,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
587,1,10,September,2015-09-17 00:00:00.000,2015,314619,MANKESSIM,Mobile to Mobile Transfers & Credit Cards ,
602,1,22,September,2015-09-09 00:00:00.000,2015,313560,MANKESSIM,TV & Electrical Appliance               Category  ,
624,1,10,September,2015-09-17 00:00:00.000,2015,314622,MANKESSIM,GENERAL GOODS,
627,1,36,September,2015-09-17 00:00:00.000,2015,314614,MANKESSIM,GENERAL GOODS(COCOA SELLER/DRINKS),
628,1,20,September,2015-09-17 00:00:00.000,2015,314631,MANKESSIM,Provision Store,
115,1,10,September,2015-09-09 00:00:00.000,2015,313568,MANKESSIM,Provision Store,
152,1,10,September,2015-01-31 00:00:00.000,2015,313538,MANKESSIM,Materials,
582,1,10,September,2015-09-08 00:00:00.000,2015,313556,MANKESSIM,GENERAL GOODS,
606,1,20,September,2015-09-09 00:00:00.000,2015,313569,MANKESSIM,GENERAL GOODS,
610,1,10,September,2015-09-02 00:00:00.000,2015,313519,MANKESSIM,Mobile phone dealer,
612,1,30,September,2015-09-02 00:00:00.000,2015,313523,MANKESSIM,Beer / Wine / Spirit Sellers,
620,1,10,September,2015-09-02 00:00:00.000,2015,313528,MANKESSIM,GENERAL GOODS,
621,1,10,September,2015-09-02 00:00:00.000,2015,313532,MANKESSIM,GENERAL GOODS,
641,1,20,September,2015-09-04 00:00:00.000,2015,313547,MANKESSIM,GENERAL GOODS(SOAPS),
650,1,20,September,2015-09-09 00:00:00.000,2015,313570,MANKESSIM,Wax Print Dealers/Materials    Category     A,
655,1,24,September,2015-09-04 00:00:00.000,2015,313548,MANKESSIM,Provision Store,
660,1,10,September,2015-09-09 00:00:00.000,2015,313565,MANKESSIM,GENERAL GOODS,
661,1,15,September,2015-09-09 00:00:00.000,2015,313564,MANKESSIM,Bags                  Category A,
664,1,6,September,2015-09-09 00:00:00.000,2015,313562,MANKESSIM,Mobile phone dealer,
