buss_no,receiptno,description,transdate,amount
214,308346,PAYMENT RECEIPT,2015-06-25 00:00:00.000,5
214,308356,PAYMENT RECEIPT,2015-06-30 00:00:00.000,5
214,308362,PAYMENT RECEIPT,2015-07-03 00:00:00.000,5
214,308374,PAYMENT RECEIPT,2015-07-08 00:00:00.000,10
214,311215,PAYMENT RECEIPT,2015-08-05 00:00:00.000,5
217,311249,PAYMENT RECEIPT,2015-08-18 00:00:00.000,36
219,308322,PAYMENT RECEIPT,2015-06-10 00:00:00.000,20
219,311254,PAYMENT RECEIPT,2015-08-19 00:00:00.000,5
220,311226,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
222,311223,PAYMENT RECEIPT,2015-08-05 00:00:00.000,20
225,308360,PAYMENT RECEIPT,2015-07-01 00:00:00.000,10
226,308320,PAYMENT RECEIPT,2015-06-10 00:00:00.000,10
226,311239,PAYMENT RECEIPT,2015-08-12 00:00:00.000,30
230,308325,PAYMENT RECEIPT,2015-06-10 00:00:00.000,180
231,308354,PAYMENT RECEIPT,2015-06-30 00:00:00.000,60
231,311252,PAYMENT RECEIPT,2015-08-18 00:00:00.000,10
232,308313,PAYMENT RECEIPT,2015-06-06 00:00:00.000,6
232,308355,PAYMENT RECEIPT,2015-06-30 00:00:00.000,6
232,311221,PAYMENT RECEIPT,2015-08-05 00:00:00.000,6
248,313563,PAYMENT RECEIPT,2015-09-09 00:00:00.000,12
259,311204,PAYMENT RECEIPT,2015-07-27 00:00:00.000,30
263,313531,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
264,313571,PAYMENT RECEIPT,2015-09-09 00:00:00.000,30
267,308310,PAYMENT RECEIPT,2015-06-06 00:00:00.000,10
267,308326,PAYMENT RECEIPT,2015-06-10 00:00:00.000,10
267,308333,PAYMENT RECEIPT,2015-06-17 00:00:00.000,40
315,308345,PAYMENT RECEIPT,2015-06-20 00:00:00.000,6
315,311262,PAYMENT RECEIPT,2015-08-24 00:00:00.000,6
316,311225,PAYMENT RECEIPT,2015-08-05 00:00:00.000,5
316,311227,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
318,311230,PAYMENT RECEIPT,2015-08-07 00:00:00.000,36
331,308319,PAYMENT RECEIPT,2015-06-10 00:00:00.000,50
332,311248,PAYMENT RECEIPT,2015-08-18 00:00:00.000,60
333,308321,PAYMENT RECEIPT,2015-06-10 00:00:00.000,30
333,308361,PAYMENT RECEIPT,2015-07-01 00:00:00.000,10
338,308305,PAYMENT RECEIPT,2015-06-05 00:00:00.000,20
338,308344,PAYMENT RECEIPT,2015-06-20 00:00:00.000,10
338,308375,PAYMENT RECEIPT,2015-07-09 00:00:00.000,10
338,311219,PAYMENT RECEIPT,2015-08-05 00:00:00.000,10
349,308359,PAYMENT RECEIPT,2015-07-01 00:00:00.000,10
349,308366,PAYMENT RECEIPT,2015-07-06 00:00:00.000,5
376,313551,PAYMENT RECEIPT,2015-09-07 00:00:00.000,27
402,313553,PAYMENT RECEIPT,2015-09-08 00:00:00.000,24
407,313566,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
413,313555,PAYMENT RECEIPT,2015-09-08 00:00:00.000,30
414,313515,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
463,308394,PAYMENT RECEIPT,2015-07-20 00:00:00.000,5
467,308337,PAYMENT RECEIPT,2015-06-17 00:00:00.000,45
467,311258,PAYMENT RECEIPT,2015-08-19 00:00:00.000,45
468,308328,PAYMENT RECEIPT,2015-06-12 00:00:00.000,15
468,311205,PAYMENT RECEIPT,2015-07-28 00:00:00.000,15
471,311229,PAYMENT RECEIPT,2015-08-07 00:00:00.000,40
478,311224,PAYMENT RECEIPT,2015-08-05 00:00:00.000,20
481,308400,PAYMENT RECEIPT,2015-07-22 00:00:00.000,36
482,308385,PAYMENT RECEIPT,2015-07-14 00:00:00.000,15
482,311247,PAYMENT RECEIPT,2015-08-17 00:00:00.000,8
486,308372,PAYMENT RECEIPT,2015-07-08 00:00:00.000,10
496,308340,PAYMENT RECEIPT,2015-06-19 00:00:00.000,10
493,308367,PAYMENT RECEIPT,2015-07-06 00:00:00.000,10
497,308386,PAYMENT RECEIPT,2015-07-14 00:00:00.000,10
497,308348,PAYMENT RECEIPT,2015-06-26 00:00:00.000,10
501,313509,PAYMENT RECEIPT,2015-08-31 00:00:00.000,10
553,313525,PAYMENT RECEIPT,2015-09-09 00:00:00.000,45
570,313503,PAYMENT RECEIPT,2015-08-28 00:00:00.000,10
570,313505,PAYMENT RECEIPT,2015-08-28 00:00:00.000,10
570,313559,PAYMENT RECEIPT,2015-09-09 00:00:00.000,8
580,313518,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
596,313520,PAYMENT RECEIPT,2015-09-02 00:00:00.000,30
624,313502,PAYMENT RECEIPT,2015-08-28 00:00:00.000,10
636,314225,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
637,314237,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
679,313508,PAYMENT RECEIPT,2015-08-29 00:00:00.000,24
824,314209,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
964,312684,PAYMENT RECEIPT,2015-09-03 00:00:00.000,10
970,314210,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
970,314201,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
988,312683,PAYMENT RECEIPT,2015-09-03 00:00:00.000,6
100,312157,PAYMENT RECEIPT,2015-09-16 00:00:00.000,6
151,314636,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
238,314621,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
241,314632,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
256,313595,PAYMENT RECEIPT,2015-09-16 00:00:00.000,12
258,314607,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
262,313580,PAYMENT RECEIPT,2015-09-16 00:00:00.000,10
414,313582,PAYMENT RECEIPT,2015-09-16 00:00:00.000,10
503,314616,PAYMENT RECEIPT,2015-09-17 00:00:00.000,18
504,314615,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
506,313589,PAYMENT RECEIPT,2015-09-16 00:00:00.000,20
525,314620,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
533,313591,PAYMENT RECEIPT,2015-09-16 00:00:00.000,10
535,313590,PAYMENT RECEIPT,2015-09-16 00:00:00.000,50
546,313581,PAYMENT RECEIPT,2015-09-16 00:00:00.000,30
584,313561,PAYMENT RECEIPT,2015-09-09 00:00:00.000,20
587,314603,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
587,314619,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
602,313560,PAYMENT RECEIPT,2015-09-09 00:00:00.000,22
624,314622,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
627,314614,PAYMENT RECEIPT,2015-09-17 00:00:00.000,36
628,314631,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
115,313568,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
152,313538,PAYMENT RECEIPT,2015-01-31 00:00:00.000,10
582,313556,PAYMENT RECEIPT,2015-09-08 00:00:00.000,10
606,313569,PAYMENT RECEIPT,2015-09-09 00:00:00.000,20
610,313519,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
612,313523,PAYMENT RECEIPT,2015-09-02 00:00:00.000,30
620,313528,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
621,313532,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
641,313547,PAYMENT RECEIPT,2015-09-04 00:00:00.000,20
650,313570,PAYMENT RECEIPT,2015-09-09 00:00:00.000,20
655,313548,PAYMENT RECEIPT,2015-09-04 00:00:00.000,24
660,313565,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
661,313564,PAYMENT RECEIPT,2015-09-09 00:00:00.000,15
664,313562,PAYMENT RECEIPT,2015-09-09 00:00:00.000,6
671,313533,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
676,313530,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
678,313529,PAYMENT RECEIPT,2015-09-02 00:00:00.000,12
873,313522,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
1020,314220,PAYMENT RECEIPT,2015-09-11 00:00:00.000,40
1027,312685,PAYMENT RECEIPT,2015-09-03 00:00:00.000,5
1030,310321,PAYMENT RECEIPT,2015-07-09 00:00:00.000,10
1030,312682,PAYMENT RECEIPT,2015-09-03 00:00:00.000,10
1032,310346,PAYMENT RECEIPT,2015-07-16 00:00:00.000,5
1032,312603,PAYMENT RECEIPT,2015-08-11 00:00:00.000,5
1034,312626,PAYMENT RECEIPT,2015-08-14 00:00:00.000,10
1034,312643,PAYMENT RECEIPT,2015-08-20 00:00:00.000,10
1035,310337,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1035,310371,PAYMENT RECEIPT,2015-08-01 00:00:00.000,8
1042,310362,PAYMENT RECEIPT,2015-07-24 00:00:00.000,22
1044,310392,PAYMENT RECEIPT,2015-08-07 00:00:00.000,20
1051,308555,PAYMENT RECEIPT,2015-07-04 00:00:00.000,10
1054,314211,PAYMENT RECEIPT,2015-09-11 00:00:00.000,40
1056,310262,PAYMENT RECEIPT,2015-07-13 00:00:00.000,10
1059,308572,PAYMENT RECEIPT,2015-07-24 00:00:00.000,20
1061,310390,PAYMENT RECEIPT,2015-08-07 00:00:00.000,50
1062,308566,PAYMENT RECEIPT,2015-07-12 00:00:00.000,15
1062,312532,PAYMENT RECEIPT,2015-09-02 00:00:00.000,15
1068,312550,PAYMENT RECEIPT,2015-09-23 00:00:00.000,15
1070,308569,PAYMENT RECEIPT,2015-07-12 00:00:00.000,36
1072,312534,PAYMENT RECEIPT,2015-09-02 00:00:00.000,12
1074,308529,PAYMENT RECEIPT,2015-06-18 00:00:00.000,15
1074,312561,PAYMENT RECEIPT,2015-09-30 00:00:00.000,10
1086,312513,PAYMENT RECEIPT,2015-08-19 00:00:00.000,24
1088,308561,PAYMENT RECEIPT,2015-07-06 00:00:00.000,15
1104,312514,PAYMENT RECEIPT,2015-08-24 00:00:00.000,20
1117,308556,PAYMENT RECEIPT,2015-07-04 00:00:00.000,10
1120,312562,PAYMENT RECEIPT,2015-09-30 00:00:00.000,10
1122,310364,PAYMENT RECEIPT,2015-07-24 00:00:00.000,100
1124,308592,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
1124,308594,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
1137,308589,PAYMENT RECEIPT,2015-08-06 00:00:00.000,10
1137,308590,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
1137,308593,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
1137,308600,PAYMENT RECEIPT,2015-08-10 00:00:00.000,6
1138,308564,PAYMENT RECEIPT,2015-07-12 00:00:00.000,10
115,314638,PAYMENT RECEIPT,2015-09-30 00:00:00.000,15
1163,312609,PAYMENT RECEIPT,2015-08-11 00:00:00.000,4
1163,312652,PAYMENT RECEIPT,2015-08-20 00:00:00.000,6
1165,312634,PAYMENT RECEIPT,2015-08-20 00:00:00.000,10
119,308201,PAYMENT RECEIPT,2015-06-05 00:00:00.000,18
1169,310347,PAYMENT RECEIPT,2015-07-16 00:00:00.000,8
1248,310322,PAYMENT RECEIPT,2015-07-09 00:00:00.000,10
1248,310339,PAYMENT RECEIPT,2015-07-16 00:00:00.000,6
1249,310357,PAYMENT RECEIPT,2015-07-16 00:00:00.000,5
1249,312647,PAYMENT RECEIPT,2015-08-20 00:00:00.000,10
125,308250,PAYMENT RECEIPT,2015-06-29 00:00:00.000,20
1250,312688,PAYMENT RECEIPT,2015-09-03 00:00:00.000,48
1256,314221,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
1260,310349,PAYMENT RECEIPT,2015-07-16 00:00:00.000,50
1263,312632,PAYMENT RECEIPT,2015-08-20 00:00:00.000,6
1267,312617,PAYMENT RECEIPT,2015-08-14 00:00:00.000,36
1268,310328,PAYMENT RECEIPT,2015-07-09 00:00:00.000,6
1275,314205,PAYMENT RECEIPT,2015-09-11 00:00:00.000,3
1277,310378,PAYMENT RECEIPT,2015-08-01 00:00:00.000,30
1284,308235,PAYMENT RECEIPT,2015-06-20 00:00:00.000,50
129,312507,PAYMENT RECEIPT,2015-08-12 00:00:00.000,20
1290,312675,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
1293,310348,PAYMENT RECEIPT,2015-07-16 00:00:00.000,6
1293,312695,PAYMENT RECEIPT,2015-09-03 00:00:00.000,10
1294,310320,PAYMENT RECEIPT,2015-07-09 00:00:00.000,15
1294,310375,PAYMENT RECEIPT,2015-08-01 00:00:00.000,20
1294,312615,PAYMENT RECEIPT,2015-08-14 00:00:00.000,10
1294,312676,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
1296,310360,PAYMENT RECEIPT,2015-07-24 00:00:00.000,20
1296,310304,PAYMENT RECEIPT,2015-07-06 00:00:00.000,30
1296,312631,PAYMENT RECEIPT,2015-08-20 00:00:00.000,40
130,308581,PAYMENT RECEIPT,2015-07-30 00:00:00.000,12
130,312531,PAYMENT RECEIPT,2015-09-02 00:00:00.000,12
130,312555,PAYMENT RECEIPT,2015-09-23 00:00:00.000,12
1300,312696,PAYMENT RECEIPT,2015-09-03 00:00:00.000,20
1302,312508,PAYMENT RECEIPT,2015-08-14 00:00:00.000,12
1302,312535,PAYMENT RECEIPT,2015-09-02 00:00:00.000,12
1312,312625,PAYMENT RECEIPT,2015-08-14 00:00:00.000,20
1312,314223,PAYMENT RECEIPT,2015-09-11 00:00:00.000,50
1317,310333,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1323,310344,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1323,310381,PAYMENT RECEIPT,2015-08-01 00:00:00.000,10
1328,308525,PAYMENT RECEIPT,2015-06-17 00:00:00.000,120
133,308550,PAYMENT RECEIPT,2015-07-07 00:00:00.000,72
1330,310343,PAYMENT RECEIPT,2015-07-16 00:00:00.000,36
134,308560,PAYMENT RECEIPT,2015-07-04 00:00:00.000,10
134,312505,PAYMENT RECEIPT,2015-08-12 00:00:00.000,20
1346,308595,PAYMENT RECEIPT,2015-08-10 00:00:00.000,24
1359,308597,PAYMENT RECEIPT,2015-08-10 00:00:00.000,6
135,312530,PAYMENT RECEIPT,2015-09-02 00:00:00.000,12
1359,308596,PAYMENT RECEIPT,2015-08-10 00:00:00.000,20
136,312557,PAYMENT RECEIPT,2015-09-23 00:00:00.000,10
1361,308553,PAYMENT RECEIPT,2015-07-03 00:00:00.000,20
1361,312533,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
1362,312620,PAYMENT RECEIPT,2015-08-14 00:00:00.000,6
1364,312628,PAYMENT RECEIPT,2015-08-14 00:00:00.000,6
1367,310383,PAYMENT RECEIPT,2015-08-01 00:00:00.000,20
1368,310329,PAYMENT RECEIPT,2015-07-16 00:00:00.000,50
1369,310385,PAYMENT RECEIPT,2015-08-01 00:00:00.000,6
1369,312622,PAYMENT RECEIPT,2015-08-14 00:00:00.000,6
1369,312651,PAYMENT RECEIPT,2015-08-20 00:00:00.000,5
1372,312627,PAYMENT RECEIPT,2015-08-14 00:00:00.000,20
1375,312537,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
1378,310313,PAYMENT RECEIPT,2015-07-06 00:00:00.000,50
1378,312677,PAYMENT RECEIPT,2015-09-02 00:00:00.000,20
1394,310399,PAYMENT RECEIPT,2015-08-07 00:00:00.000,6
1394,312640,PAYMENT RECEIPT,2015-08-20 00:00:00.000,6
1396,310330,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1396,310353,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1396,310394,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
1396,312630,PAYMENT RECEIPT,2015-08-20 00:00:00.000,10
1400,312607,PAYMENT RECEIPT,2015-08-11 00:00:00.000,5
1400,314204,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
1405,312606,PAYMENT RECEIPT,2015-08-11 00:00:00.000,6
1405,312648,PAYMENT RECEIPT,2015-08-20 00:00:00.000,6
1407,308837,PAYMENT RECEIPT,2015-06-06 00:00:00.000,12
1407,308865,PAYMENT RECEIPT,2015-06-11 00:00:00.000,6
1407,310293,PAYMENT RECEIPT,2015-07-15 00:00:00.000,6
1407,312067,PAYMENT RECEIPT,2015-08-19 00:00:00.000,6
141,308568,PAYMENT RECEIPT,2015-07-12 00:00:00.000,12
141,308588,PAYMENT RECEIPT,2015-08-04 00:00:00.000,10
1414,310308,PAYMENT RECEIPT,2015-07-06 00:00:00.000,5
1414,310340,PAYMENT RECEIPT,2015-07-16 00:00:00.000,5
1414,312614,PAYMENT RECEIPT,2015-08-14 00:00:00.000,5
1414,312686,PAYMENT RECEIPT,2015-09-03 00:00:00.000,5
1417,308552,PAYMENT RECEIPT,2015-07-03 00:00:00.000,20
1417,312536,PAYMENT RECEIPT,2015-09-02 00:00:00.000,10
1422,312687,PAYMENT RECEIPT,2015-09-03 00:00:00.000,10
1422,314206,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
1425,310354,PAYMENT RECEIPT,2015-07-16 00:00:00.000,10
1425,312689,PAYMENT RECEIPT,2015-09-03 00:00:00.000,5
1429,310312,PAYMENT RECEIPT,2015-07-06 00:00:00.000,10
1429,312612,PAYMENT RECEIPT,2015-08-14 00:00:00.000,8
1437,312624,PAYMENT RECEIPT,2015-08-14 00:00:00.000,6
1439,310323,PAYMENT RECEIPT,2015-07-09 00:00:00.000,20
144,310245,PAYMENT RECEIPT,2015-07-11 00:00:00.000,10
1446,312699,PAYMENT RECEIPT,2015-09-03 00:00:00.000,6
1449,310373,PAYMENT RECEIPT,2015-08-01 00:00:00.000,10
148,308230,PAYMENT RECEIPT,2015-06-17 00:00:00.000,20
152,314635,PAYMENT RECEIPT,2015-09-30 00:00:00.000,10
155,308231,PAYMENT RECEIPT,2015-06-17 00:00:00.000,20
155,313545,PAYMENT RECEIPT,2015-09-04 00:00:00.000,10
1553,308586,PAYMENT RECEIPT,2015-07-30 00:00:00.000,36
161,308815,PAYMENT RECEIPT,2015-06-06 00:00:00.000,12
161,310250,PAYMENT RECEIPT,2015-07-11 00:00:00.000,13
164,308540,PAYMENT RECEIPT,2015-06-24 00:00:00.000,144
168,308551,PAYMENT RECEIPT,2015-07-07 00:00:00.000,100
171,312512,PAYMENT RECEIPT,2015-08-19 00:00:00.000,20
172,312064,PAYMENT RECEIPT,2015-08-19 00:00:00.000,10
19,313593,PAYMENT RECEIPT,2015-09-16 00:00:00.000,12
210,308304,PAYMENT RECEIPT,2015-06-03 00:00:00.000,6
200,308598,PAYMENT RECEIPT,2015-08-10 00:00:00.000,15
223,308261,PAYMENT RECEIPT,2015-07-08 00:00:00.000,10
223,308292,PAYMENT RECEIPT,2015-08-03 00:00:00.000,10
244,314626,PAYMENT RECEIPT,2015-09-17 00:00:00.000,30
246,313592,PAYMENT RECEIPT,2015-09-16 00:00:00.000,10
260,313594,PAYMENT RECEIPT,2015-09-16 00:00:00.000,20
272,313599,PAYMENT RECEIPT,2015-09-16 00:00:00.000,11
276,308264,PAYMENT RECEIPT,2015-07-08 00:00:00.000,10
313,312548,PAYMENT RECEIPT,2015-09-23 00:00:00.000,12
340,308263,PAYMENT RECEIPT,2015-07-08 00:00:00.000,40
383,312049,PAYMENT RECEIPT,2015-08-19 00:00:00.000,10
409,308834,PAYMENT RECEIPT,2015-06-10 00:00:00.000,10
446,313596,PAYMENT RECEIPT,2015-09-16 00:00:00.000,20
507,313573,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
512,310244,PAYMENT RECEIPT,2015-07-11 00:00:00.000,5
518,308894,PAYMENT RECEIPT,2015-07-01 00:00:00.000,20
518,310232,PAYMENT RECEIPT,2015-07-08 00:00:00.000,10
518,314224,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
529,308892,PAYMENT RECEIPT,2015-07-01 00:00:00.000,10
559,308858,PAYMENT RECEIPT,2015-06-11 00:00:00.000,5
559,308896,PAYMENT RECEIPT,2015-07-01 00:00:00.000,5
566,308559,PAYMENT RECEIPT,2015-07-04 00:00:00.000,30
566,308565,PAYMENT RECEIPT,2015-07-12 00:00:00.000,10
566,308599,PAYMENT RECEIPT,2015-08-10 00:00:00.000,12
566,312501,PAYMENT RECEIPT,2015-08-12 00:00:00.000,10
653,313600,PAYMENT RECEIPT,2015-09-16 00:00:00.000,30
659,314602,PAYMENT RECEIPT,2015-09-16 00:00:00.000,20
662,314629,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
673,314630,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
675,314617,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
678,314605,PAYMENT RECEIPT,2015-09-17 00:00:00.000,12
721,308301,PAYMENT RECEIPT,2015-06-01 00:00:00.000,9
742,314606,PAYMENT RECEIPT,2015-09-17 00:00:00.000,20
743,314608,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
800,314627,PAYMENT RECEIPT,2015-09-17 00:00:00.000,10
800,314604,PAYMENT RECEIPT,2015-09-17 00:00:00.000,16
806,313575,PAYMENT RECEIPT,2015-09-16 00:00:00.000,6
811,308289,PAYMENT RECEIPT,2015-07-30 00:00:00.000,20
819,312700,PAYMENT RECEIPT,2015-09-03 00:00:00.000,5
97,308224,PAYMENT RECEIPT,2015-06-17 00:00:00.000,36
1040,314250,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
107,308363,PAYMENT RECEIPT,2015-07-03 00:00:00.000,10
1075,308327,PAYMENT RECEIPT,2015-06-12 00:00:00.000,15
1075,308389,PAYMENT RECEIPT,2015-07-17 00:00:00.000,15
1128,314214,PAYMENT RECEIPT,2015-09-11 00:00:00.000,10
1165,314219,PAYMENT RECEIPT,2015-09-11 00:00:00.000,6
1256,314242,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
1256,314252,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
126,312180,PAYMENT RECEIPT,2015-09-30 00:00:00.000,30
1266,314246,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
1300,314249,PAYMENT RECEIPT,2015-09-11 00:00:00.000,15
1325,314207,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
1336,314238,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
134,312544,PAYMENT RECEIPT,2015-09-07 00:00:00.000,10
136,312545,PAYMENT RECEIPT,2015-09-07 00:00:00.000,10
1369,314245,PAYMENT RECEIPT,2015-09-11 00:00:00.000,5
152,310773,PAYMENT RECEIPT,2015-07-30 00:00:00.000,10
1562,314240,PAYMENT RECEIPT,2015-09-11 00:00:00.000,6
161,313659,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
172,313639,PAYMENT RECEIPT,2015-09-04 00:00:00.000,6
172,314236,PAYMENT RECEIPT,2015-09-11 00:00:00.000,6
185,309656,PAYMENT RECEIPT,2015-07-01 00:00:00.000,18
187,309654,PAYMENT RECEIPT,2015-07-01 00:00:00.000,50
187,312237,PAYMENT RECEIPT,2015-08-12 00:00:00.000,20
195,312232,PAYMENT RECEIPT,2015-08-12 00:00:00.000,10
210,308312,PAYMENT RECEIPT,2015-06-07 00:00:00.000,12
210,311203,PAYMENT RECEIPT,2015-07-23 00:00:00.000,6
210,311207,PAYMENT RECEIPT,2015-07-23 00:00:00.000,6
210,311270,PAYMENT RECEIPT,2015-08-26 00:00:00.000,6
218,308311,PAYMENT RECEIPT,2015-06-07 00:00:00.000,20
218,311201,PAYMENT RECEIPT,2015-07-23 00:00:00.000,20
221,308395,PAYMENT RECEIPT,2015-07-20 00:00:00.000,10
235,308671,PAYMENT RECEIPT,2015-06-10 00:00:00.000,50
240,310782,PAYMENT RECEIPT,2015-08-05 00:00:00.000,72
246,309647,PAYMENT RECEIPT,2015-07-01 00:00:00.000,20
252,309646,PAYMENT RECEIPT,2015-06-30 00:00:00.000,72
269,309681,PAYMENT RECEIPT,2015-07-08 00:00:00.000,20
270,309648,PAYMENT RECEIPT,2015-07-01 00:00:00.000,15
272,310735,PAYMENT RECEIPT,2015-07-22 00:00:00.000,11
273,309683,PAYMENT RECEIPT,2015-07-08 00:00:00.000,20
273,312290,PAYMENT RECEIPT,2015-08-24 00:00:00.000,10
276,312167,PAYMENT RECEIPT,2015-09-23 00:00:00.000,10
280,308353,PAYMENT RECEIPT,2015-06-30 00:00:00.000,6
280,311266,PAYMENT RECEIPT,2015-08-26 00:00:00.000,5
319,308377,PAYMENT RECEIPT,2015-07-09 00:00:00.000,50
322,308636,PAYMENT RECEIPT,2015-06-08 00:00:00.000,30
322,309658,PAYMENT RECEIPT,2015-07-02 00:00:00.000,10
323,308371,PAYMENT RECEIPT,2015-07-08 00:00:00.000,45
324,311233,PAYMENT RECEIPT,2015-08-07 00:00:00.000,5
324,311228,PAYMENT RECEIPT,2015-08-07 00:00:00.000,10
324,311253,PAYMENT RECEIPT,2015-08-18 00:00:00.000,6
369,308628,PAYMENT RECEIPT,2015-06-06 00:00:00.000,30
371,308606,PAYMENT RECEIPT,2015-06-03 00:00:00.000,18
371,312219,PAYMENT RECEIPT,2015-08-12 00:00:00.000,18
384,310753,PAYMENT RECEIPT,2015-07-28 00:00:00.000,20
390,308688,PAYMENT RECEIPT,2015-06-16 00:00:00.000,20
390,310717,PAYMENT RECEIPT,2015-07-17 00:00:00.000,8
446,308625,PAYMENT RECEIPT,2015-06-06 00:00:00.000,30
454,311245,PAYMENT RECEIPT,2015-08-17 00:00:00.000,10
485,308332,PAYMENT RECEIPT,2015-06-16 00:00:00.000,10
498,308331,PAYMENT RECEIPT,2015-06-15 00:00:00.000,10
498,308349,PAYMENT RECEIPT,2015-06-25 00:00:00.000,10
507,310766,PAYMENT RECEIPT,2015-07-30 00:00:00.000,10
507,310799,PAYMENT RECEIPT,2015-08-05 00:00:00.000,10
507,312249,PAYMENT RECEIPT,2015-08-17 00:00:00.000,10
507,313541,PAYMENT RECEIPT,2015-09-03 00:00:00.000,10
515,308610,PAYMENT RECEIPT,2015-06-03 00:00:00.000,72
529,313654,PAYMENT RECEIPT,2015-09-09 00:00:00.000,10
532,309636,PAYMENT RECEIPT,2015-06-26 00:00:00.000,9
532,312221,PAYMENT RECEIPT,2015-08-12 00:00:00.000,9
556,308387,PAYMENT RECEIPT,2015-07-15 00:00:00.000,50
563,309640,PAYMENT RECEIPT,2015-06-27 00:00:00.000,10
563,312215,PAYMENT RECEIPT,2015-08-11 00:00:00.000,20
563,312230,PAYMENT RECEIPT,2015-08-12 00:00:00.000,10
566,312543,PAYMENT RECEIPT,2015-09-07 00:00:00.000,12
570,313587,PAYMENT RECEIPT,2015-09-03 00:00:00.000,7
576,310701,PAYMENT RECEIPT,2015-07-15 00:00:00.000,20
576,310767,PAYMENT RECEIPT,2015-07-30 00:00:00.000,7
594,312205,PAYMENT RECEIPT,2015-08-08 00:00:00.000,10
605,308655,PAYMENT RECEIPT,2015-06-10 00:00:00.000,14
605,308693,PAYMENT RECEIPT,2015-06-17 00:00:00.000,12
605,310729,PAYMENT RECEIPT,2015-07-22 00:00:00.000,12
605,312261,PAYMENT RECEIPT,2015-08-18 00:00:00.000,12
608,310749,PAYMENT RECEIPT,2015-07-27 00:00:00.000,21
610,309620,PAYMENT RECEIPT,2015-06-24 00:00:00.000,12
610,310721,PAYMENT RECEIPT,2015-07-21 00:00:00.000,6
613,309660,PAYMENT RECEIPT,2015-07-02 00:00:00.000,40
614,312242,PAYMENT RECEIPT,2015-08-13 00:00:00.000,10
616,309657,PAYMENT RECEIPT,2015-07-02 00:00:00.000,10
616,309671,PAYMENT RECEIPT,2015-07-02 00:00:00.000,10
